N,P,K,temperature,humidity,ph,rainfall,label
72.32,52.52,28.21,23.59,54.38,7.0,53.29,Sunflower
61.2,32.83,43.28,24.0,56.17,7.15,45.89,Sunflower
15.42,30.46,108.33,26.19,93.93,6.8,150.97,Coconut
67.18,60.44,59.71,22.04,63.96,6.92,96.06,Onion
36.09,33.26,44.09,29.95,33.95,7.0,51.73,Jowar
29.25,24.78,38.05,23.69,57.09,7.98,57.36,Safflower
118.94,101.72,56.05,28.61,87.24,6.65,1835.36,Sugarcane
67.38,35.92,102.75,24.88,84.13,5.44,227.23,Arecanut
22.67,49.72,20.84,30.77,52.46,6.58,59.11,Toor Dal
52.92,53.23,35.36,29.41,85.12,6.88,126.33,Cotton
39.86,55.44,44.99,28.82,85.54,7.4,139.66,Cotton
80.15,83.75,66.99,20.4,61.99,6.32,87.05,Tomato
96.78,60.73,64.18,22.53,84.74,6.63,77.96,Tomato
69.88,31.84,41.75,28.96,40.91,6.55,43.95,Sunflower
71.19,33.44,39.05,22.57,59.15,6.12,92.43,Maize
54.21,33.38,66.05,24.92,89.64,6.97,162.54,Turmeric
23.09,59.93,23.13,20.3,45.03,7.59,59.6,Bengalgram
23.47,59.71,25.4,31.98,60.68,7.67,40.32,Toor Dal
25.73,21.2,20.21,21.05,39.69,7.38,37.43,Safflower
37.68,34.77,36.08,25.12,54.1,6.77,99.05,Ragi
50.97,36.73,44.53,26.52,56.91,7.19,42.28,Sunflower
34.61,69.34,20.5,26.52,77.67,6.16,101.35,Soybean
111.35,82.77,90.6,25.64,92.28,6.35,120.79,Banana
42.01,56.66,39.42,22.43,83.98,6.72,112.45,Cotton
39.42,20.17,22.85,32.49,57.9,6.6,35.78,Millet
71.76,54.74,29.04,27.77,41.31,6.29,67.52,Sunflower
19.37,51.08,48.25,30.44,43.1,5.61,62.85,Groundnut
34.82,34.59,35.33,23.12,53.82,7.91,39.51,Safflower
27.45,36.22,34.64,24.23,38.82,6.81,43.76,Safflower
28.03,62.55,31.67,25.46,68.5,5.8,84.14,Soybean
25.65,34.53,25.72,34.98,42.35,5.65,67.42,Sesame
85.27,61.92,62.04,21.21,73.07,6.94,66.45,Tomato
105.84,77.66,74.72,28.79,77.19,6.66,154.62,Banana
73.69,20.99,27.25,26.32,79.29,6.56,103.94,Maize
30.35,35.22,33.5,29.53,60.03,6.02,40.1,Toor Dal
110.34,63.23,68.21,22.21,77.66,6.45,61.4,Tomato
109.65,66.18,54.41,22.56,69.17,6.37,67.93,Chilli
56.61,47.71,36.04,23.37,41.37,6.36,41.95,Sunflower
97.98,67.72,38.55,24.88,68.32,6.5,82.48,Chilli
92.7,47.72,37.29,18.79,54.2,6.22,67.89,Wheat
55.95,47.66,41.2,27.61,55.07,6.27,89.63,Sunflower
128.52,77.96,70.16,27.19,74.36,7.06,1448.58,Sugarcane
71.08,48.74,29.88,27.91,68.53,7.24,84.02,Sunflower
71.95,53.41,62.12,23.7,57.71,6.12,91.14,Onion
81.82,62.18,46.26,20.41,59.88,6.18,59.78,Wheat
84.85,51.88,72.59,20.9,57.54,6.56,95.04,Onion
69.43,30.53,28.26,23.42,51.83,6.91,43.47,Sunflower
57.79,71.14,41.19,28.04,76.4,6.91,126.57,Cotton
112.81,52.97,35.43,27.75,55.16,7.24,51.32,Chilli
76.83,34.72,113.09,24.61,74.83,5.78,247.37,Arecanut
125.59,73.2,78.04,22.49,83.95,7.38,1491.17,Sugarcane
75.76,22.37,39.02,25.85,75.16,6.99,63.71,Maize
58.38,75.16,37.07,26.07,87.63,6.27,114.71,Cotton
94.42,90.93,52.33,28.68,73.24,7.25,1341.46,Sugarcane
69.12,42.23,36.2,21.63,77.02,6.06,245.35,Rice
66.83,60.72,57.53,25.22,70.99,6.31,74.86,Onion
57.16,52.29,26.88,22.15,75.22,6.05,114.91,Cotton
58.4,39.08,26.78,23.43,63.16,6.39,63.66,Sunflower
28.14,21.66,32.14,29.0,48.38,6.12,39.98,Millet
77.73,23.14,31.94,23.12,78.66,6.11,74.48,Maize
32.52,25.88,29.83,34.26,58.21,7.46,38.06,Millet
44.58,16.53,30.72,34.91,55.51,6.26,58.57,Millet
70.74,32.68,91.67,24.78,92.06,5.51,223.54,Arecanut
33.29,23.92,36.99,29.77,33.83,6.01,42.97,Millet
82.6,73.19,77.8,29.15,87.5,5.64,168.52,Banana
99.64,78.08,86.73,27.67,66.65,6.45,104.42,Tomato
82.56,40.45,45.49,25.37,78.36,6.71,262.19,Rice
37.89,60.57,37.01,26.57,80.01,6.63,124.87,Cotton
41.92,22.59,44.6,28.55,68.64,7.11,64.52,Ragi
25.46,62.39,18.81,20.61,36.35,6.66,47.0,Bengalgram
17.52,79.8,22.83,20.74,51.55,7.28,60.28,Bengalgram
78.86,40.6,35.17,27.85,54.39,6.77,89.9,Sunflower
37.21,26.19,22.19,28.19,47.02,7.98,53.41,Safflower
79.05,32.21,34.78,29.61,79.99,6.84,58.87,Maize
113.86,89.17,73.91,27.19,71.3,6.14,102.54,Tomato
37.25,47.33,83.74,31.46,85.29,5.64,125.03,Coconut
70.62,37.71,41.52,25.1,81.27,6.71,226.71,Rice
76.64,47.45,33.11,26.93,67.33,7.12,75.71,Sunflower
23.31,41.47,109.46,28.53,83.27,6.83,199.36,Coconut
100.85,104.08,73.1,28.91,70.48,7.23,1654.59,Sugarcane
91.68,101.34,66.63,26.77,79.28,5.68,1310.39,Sugarcane
58.32,43.79,77.44,27.16,73.45,5.78,136.9,Turmeric
20.64,77.54,27.13,29.79,57.47,5.82,90.25,Soybean
24.49,76.69,34.77,22.53,79.0,6.63,65.31,Soybean
19.09,79.53,22.06,22.91,66.96,6.91,94.81,Soybean
109.97,77.55,85.7,27.26,82.58,6.25,184.39,Banana
72.63,31.79,31.56,27.31,75.52,7.46,74.67,Maize
76.15,56.87,63.26,23.7,76.9,6.95,57.21,Onion
84.47,59.68,44.81,20.05,91.34,6.1,249.51,Rice
33.78,63.67,29.86,20.17,43.64,6.79,43.75,Bengalgram
62.57,40.22,76.56,18.53,76.32,6.31,95.09,Onion
22.71,56.27,31.6,29.54,64.92,6.23,57.85,Toor Dal
98.79,55.73,98.06,25.95,87.44,6.18,184.01,Banana
70.52,29.52,37.26,27.27,75.96,6.76,103.24,Maize
28.53,46.48,112.46,28.84,84.43,6.54,129.72,Coconut
34.67,50.66,46.85,29.14,51.69,6.39,74.58,Groundnut
18.7,36.06,96.88,29.44,72.0,6.64,146.09,Coconut
48.48,31.7,43.2,26.07,33.37,6.3,33.64,Jowar
26.76,79.64,24.42,25.12,69.31,6.71,66.0,Soybean
28.4,56.08,28.96,24.28,65.87,6.0,108.31,Soybean
28.5,63.4,26.55,28.12,63.49,6.42,81.8,Soybean
53.49,75.95,43.56,26.49,67.13,7.18,127.93,Cotton
92.85,78.94,87.45,25.39,88.11,6.81,171.09,Banana
53.1,34.63,36.44,26.7,43.33,6.28,38.55,Jowar
85.8,50.01,42.08,29.45,66.24,6.64,77.55,Chilli
74.7,43.36,25.03,24.78,58.15,6.55,44.16,Sunflower
31.04,54.87,34.82,30.47,53.98,7.09,49.39,Toor Dal
95.9,68.24,54.97,23.95,76.0,6.33,51.17,Chilli
128.82,106.39,61.52,26.34,75.17,5.78,1578.95,Sugarcane
78.35,41.62,38.7,23.93,80.25,6.67,284.67,Rice
38.13,28.32,22.78,31.02,56.07,6.42,49.47,Millet
74.94,27.26,118.53,24.69,77.6,5.83,229.38,Arecanut
19.03,38.26,30.19,31.43,66.11,6.65,30.88,Toor Dal
76.58,50.74,37.92,24.87,84.89,5.99,248.41,Rice
39.24,22.38,33.46,33.98,57.74,6.73,69.77,Sesame
112.28,85.92,71.09,27.76,61.58,6.45,79.19,Tomato
85.14,88.68,63.72,26.94,73.81,6.37,72.07,Tomato
21.77,69.87,34.84,22.98,75.95,6.59,76.71,Soybean
116.96,50.12,52.85,24.55,75.17,6.73,88.42,Chilli
98.03,82.27,74.41,24.0,79.09,6.31,119.94,Tomato
29.65,48.09,45.51,25.29,66.15,6.73,77.52,Groundnut
110.45,44.48,42.95,19.82,68.73,6.71,86.11,Wheat
63.72,30.44,115.66,27.85,74.35,5.32,206.17,Arecanut
34.9,43.85,32.59,29.06,55.59,6.45,59.7,Groundnut
80.23,78.27,94.2,31.24,89.31,5.57,134.61,Banana
21.83,57.43,23.87,24.86,63.78,6.49,74.86,Soybean
30.87,25.74,23.2,34.29,57.08,7.15,32.71,Millet
42.48,42.15,53.04,28.9,90.09,5.52,145.52,Turmeric
99.25,48.41,49.09,20.81,94.41,5.86,294.38,Rice
118.96,60.05,45.4,27.77,77.09,7.14,59.22,Chilli
42.96,29.68,42.22,29.8,43.92,6.24,78.08,Ragi
44.04,28.77,42.6,25.93,48.05,6.56,67.14,Jowar
15.49,66.37,31.12,28.99,65.13,6.68,82.23,Soybean
32.67,35.87,28.53,26.72,52.38,6.82,52.03,Toor Dal
97.36,70.92,75.47,27.3,93.51,6.9,1256.05,Sugarcane
85.69,57.69,35.97,25.15,72.23,6.32,107.34,Wheat
52.1,45.94,70.09,22.52,90.63,6.25,178.32,Turmeric
116.89,44.61,54.05,20.64,65.75,6.9,92.55,Wheat
30.78,57.06,39.07,24.27,54.26,6.03,58.45,Groundnut
30.07,46.29,94.5,25.67,76.6,6.0,188.84,Coconut
68.44,51.51,37.36,21.22,76.5,5.51,217.58,Rice
60.38,25.14,30.8,24.96,73.04,7.05,79.73,Maize
129.13,90.05,78.42,27.01,91.97,7.28,1770.4,Sugarcane
30.76,43.28,22.43,27.06,66.28,6.94,64.66,Toor Dal
28.61,64.85,28.04,27.61,60.11,6.73,33.24,Bengalgram
41.83,36.72,54.69,24.8,83.98,5.84,170.31,Turmeric
25.77,33.69,32.91,30.8,41.26,6.93,32.43,Sesame
38.58,20.07,40.07,23.53,50.71,7.06,93.29,Ragi
33.14,79.35,21.37,25.61,40.06,7.1,47.16,Bengalgram
29.24,62.13,34.54,28.71,72.32,6.5,69.21,Soybean
79.54,53.95,45.36,24.52,84.82,7.09,163.96,Rice
117.72,41.56,53.78,21.46,74.88,6.41,97.61,Wheat
21.17,41.63,20.04,26.1,62.15,7.65,57.88,Toor Dal
64.89,23.27,30.77,24.66,59.2,6.52,47.98,Maize
19.23,56.22,28.94,22.59,36.67,6.61,68.08,Bengalgram
76.19,57.03,62.86,18.07,70.24,6.71,67.92,Onion
105.47,40.84,39.23,25.03,69.61,6.39,100.48,Chilli
42.8,33.55,37.75,28.35,55.26,5.74,60.05,Ragi
80.72,36.26,38.74,25.94,84.13,7.1,250.14,Rice
60.67,45.39,31.57,24.83,40.15,7.34,49.31,Sunflower
46.03,18.2,35.59,27.75,64.21,6.03,61.59,Jowar
32.14,29.62,21.45,26.12,66.43,7.01,41.49,Sesame
32.15,64.71,33.47,23.14,64.34,6.88,33.61,Bengalgram
51.07,31.34,77.65,26.85,70.84,5.91,158.3,Turmeric
42.51,31.92,26.11,29.07,37.16,6.63,22.78,Safflower
47.4,45.93,69.27,29.21,74.78,6.63,130.62,Turmeric
119.28,57.99,41.62,22.63,74.08,6.92,79.31,Wheat
99.37,37.46,41.04,22.38,92.23,6.0,178.53,Rice
35.0,29.72,33.93,31.78,59.17,7.04,36.62,Millet
68.86,52.29,39.59,24.07,84.47,6.56,213.83,Rice
87.82,46.01,53.17,24.28,58.54,7.0,98.63,Wheat
25.27,56.48,20.02,24.02,56.66,6.5,105.27,Soybean
51.98,32.42,63.06,24.35,93.05,6.52,161.8,Turmeric
114.22,77.99,85.4,24.17,82.61,5.59,130.8,Banana
63.7,58.49,78.61,19.52,66.08,6.67,88.03,Onion
49.34,54.83,40.74,22.31,77.17,6.08,95.5,Cotton
26.84,58.72,27.75,22.04,79.5,5.56,88.24,Soybean
23.26,76.03,30.2,27.01,59.61,7.74,57.94,Bengalgram
56.84,33.63,56.23,29.88,79.23,5.94,145.23,Turmeric
26.67,58.61,19.21,31.23,57.51,7.73,45.27,Toor Dal
112.23,79.75,76.09,28.93,93.86,5.64,179.24,Banana
61.67,45.06,52.71,27.64,92.81,6.65,164.23,Turmeric
72.56,56.2,45.8,22.1,81.19,6.32,210.36,Rice
110.92,46.18,38.63,22.26,70.05,7.27,104.56,Chilli
90.9,56.26,44.01,20.85,94.68,7.07,202.08,Rice
33.86,30.44,39.42,27.15,60.8,6.72,59.61,Ragi
88.91,53.23,55.12,21.85,55.69,6.91,78.17,Onion
65.14,25.08,58.21,24.81,78.54,6.35,175.7,Turmeric
62.92,30.22,37.91,28.98,55.9,5.64,84.18,Maize
39.27,24.67,38.34,28.98,47.58,7.35,43.15,Millet
99.06,48.12,39.24,20.7,78.88,5.95,176.92,Rice
26.39,17.48,28.06,23.32,49.68,6.92,67.3,Ragi
114.6,61.84,65.55,20.05,64.4,6.2,60.07,Tomato
22.83,67.37,34.5,26.94,63.82,6.97,79.23,Soybean
23.33,56.92,31.06,25.42,61.62,6.54,57.25,Bengalgram
42.38,22.54,29.46,26.47,58.54,5.6,34.58,Sesame
30.57,15.07,25.45,24.39,60.2,6.59,76.6,Ragi
41.24,19.99,27.27,27.89,54.97,6.27,78.08,Ragi
15.84,57.64,28.71,26.97,62.33,6.74,41.68,Bengalgram
52.8,78.07,40.81,23.61,78.73,6.44,100.72,Cotton
81.44,80.16,80.91,22.69,80.08,6.85,104.89,Tomato
91.61,64.94,73.29,25.24,90.93,5.8,158.9,Banana
19.84,69.26,19.68,26.63,55.35,5.83,71.49,Soybean
59.61,68.42,38.03,27.69,77.92,7.42,129.21,Cotton
24.38,47.82,39.38,30.6,52.63,6.94,71.93,Groundnut
28.92,50.3,32.19,30.57,58.87,6.98,59.35,Groundnut
44.99,20.39,20.82,22.83,47.79,6.11,32.23,Safflower
65.84,45.23,37.15,29.72,60.24,7.32,66.18,Sunflower
23.72,71.17,18.63,21.27,39.09,6.89,62.14,Bengalgram
24.3,36.96,47.8,24.8,54.17,6.61,78.42,Groundnut
71.16,23.25,32.49,26.64,73.31,5.68,60.66,Maize
114.1,49.43,42.49,30.65,67.13,6.25,86.77,Chilli
122.69,103.13,54.27,28.15,76.22,7.04,1510.07,Sugarcane
30.68,56.94,31.17,28.06,56.06,5.66,107.58,Soybean
24.73,45.92,49.8,24.76,59.27,6.12,58.24,Groundnut
31.94,72.14,31.47,22.56,49.35,7.6,40.43,Bengalgram
49.24,22.44,24.37,29.79,42.61,7.09,26.64,Safflower
39.92,19.52,33.46,30.49,56.24,6.25,40.62,Millet
66.51,29.43,58.85,27.58,76.61,6.23,166.3,Turmeric
34.13,57.73,22.69,27.58,67.41,6.81,91.24,Soybean
114.61,78.72,92.48,29.19,77.55,5.87,121.31,Banana
70.02,37.54,41.35,24.79,43.12,7.37,73.09,Sunflower
41.6,42.65,55.34,23.12,77.89,5.84,135.06,Turmeric
32.19,29.28,31.93,25.54,47.69,6.46,60.1,Ragi
92.59,82.46,87.0,29.6,70.19,6.67,196.34,Banana
53.26,53.85,34.69,26.8,86.48,6.76,103.08,Cotton
117.66,60.28,86.44,31.54,92.37,5.85,184.62,Banana
51.01,63.17,30.04,27.26,84.12,6.43,82.02,Cotton
30.53,32.21,24.71,25.64,45.39,7.03,41.05,Sesame
39.4,36.25,21.15,26.27,45.42,5.59,43.99,Sesame
20.48,55.59,26.59,29.45,48.1,6.06,44.9,Toor Dal
85.64,37.79,41.52,23.18,94.08,7.25,189.51,Rice
35.71,24.42,31.9,25.43,41.45,7.69,47.54,Safflower
57.68,51.92,38.01,23.12,43.72,6.85,41.98,Sunflower
38.76,22.29,20.0,31.04,43.63,5.69,38.17,Sesame
54.48,20.31,31.41,34.47,37.03,6.63,68.41,Jowar
111.47,76.65,77.32,22.65,64.86,6.13,72.53,Tomato
102.99,84.87,76.75,25.44,88.15,6.72,1594.2,Sugarcane
23.99,44.07,40.48,27.46,63.73,6.27,77.99,Groundnut
28.07,32.06,34.04,29.19,53.35,5.68,84.1,Ragi
27.32,32.36,27.23,28.38,41.72,6.98,20.88,Safflower
114.68,69.41,39.08,21.13,63.36,6.28,57.6,Wheat
37.95,50.22,41.36,27.5,69.48,6.54,89.29,Cotton
36.94,18.99,44.28,24.57,59.38,7.32,54.47,Ragi
56.74,35.89,60.45,22.2,79.14,6.2,173.6,Turmeric
32.53,39.53,19.66,25.9,51.47,7.62,60.52,Toor Dal
20.56,55.56,27.15,25.56,71.79,5.63,90.71,Soybean
95.37,45.16,44.31,21.08,93.6,7.23,296.43,Rice
56.75,31.88,41.79,26.11,68.57,6.63,58.95,Sunflower
29.16,64.16,28.02,25.52,78.94,5.77,81.29,Soybean
58.82,21.08,112.7,26.59,77.12,5.08,195.17,Arecanut
58.66,21.35,35.24,28.08,71.39,5.85,94.1,Maize
20.7,33.04,106.45,27.56,90.54,6.68,137.53,Coconut
102.67,86.57,89.63,27.09,61.72,6.13,71.01,Tomato
104.26,81.01,92.46,25.02,85.37,6.69,191.1,Banana
70.49,22.09,40.52,23.14,66.53,6.01,57.87,Maize
57.06,30.07,44.88,22.14,56.75,7.44,86.05,Sunflower
62.79,45.41,26.82,22.41,52.22,6.46,71.67,Sunflower
49.09,21.5,40.05,33.09,32.19,6.2,64.24,Jowar
66.09,29.8,40.36,22.37,74.9,6.09,66.24,Maize
77.04,50.31,76.2,23.81,70.68,6.89,98.96,Onion
84.95,56.78,38.85,22.95,64.42,6.08,89.92,Wheat
38.33,17.56,27.49,32.04,35.94,6.27,58.2,Millet
33.13,46.44,23.38,30.01,64.47,6.98,55.24,Toor Dal
31.83,57.77,19.8,24.88,58.46,7.92,62.94,Bengalgram
112.43,84.19,63.21,20.6,69.33,6.15,106.1,Tomato
54.26,52.8,25.48,25.42,44.42,6.98,51.29,Sunflower
21.52,51.24,45.85,28.79,52.02,6.12,64.83,Groundnut
31.16,26.16,29.5,29.78,48.93,6.08,60.36,Ragi
32.14,58.56,21.85,23.0,58.26,5.62,101.45,Soybean
70.22,22.07,27.69,26.41,68.81,5.69,109.46,Maize
30.07,65.54,21.88,26.41,47.4,7.11,48.35,Bengalgram
35.41,17.98,32.53,28.04,54.21,7.2,65.04,Ragi
75.41,49.41,38.82,24.96,75.03,7.35,230.77,Rice
46.96,23.52,32.7,27.92,43.57,6.17,65.55,Jowar
109.58,60.69,48.02,24.45,72.24,6.68,52.82,Chilli
66.34,28.29,26.69,27.61,76.32,6.8,93.83,Maize
73.34,28.44,99.7,26.37,80.88,6.19,154.64,Arecanut
71.83,38.18,41.31,26.58,88.55,7.31,242.33,Rice
23.55,42.36,29.25,29.2,49.99,6.05,36.83,Toor Dal
27.17,28.39,28.7,23.12,49.71,6.0,63.04,Ragi
100.77,98.61,75.45,23.86,73.77,6.49,1439.34,Sugarcane
17.98,49.48,48.5,24.33,44.25,6.48,58.85,Groundnut
28.69,26.48,88.44,29.67,74.81,6.29,134.43,Coconut
28.95,18.25,20.69,31.75,36.48,7.05,54.28,Millet
72.18,41.17,111.58,28.98,75.55,6.41,204.62,Arecanut
87.82,76.38,72.02,24.81,90.43,5.77,129.93,Banana
26.86,55.9,43.99,29.55,49.37,6.73,68.52,Groundnut
30.65,78.0,21.49,29.21,59.62,6.03,65.45,Soybean
44.3,22.8,41.9,28.27,49.36,6.02,34.03,Jowar
47.04,64.36,30.27,23.29,85.0,6.03,82.59,Cotton
31.07,19.07,37.93,29.38,65.41,5.68,86.23,Ragi
37.5,15.91,27.74,24.66,54.21,6.41,80.31,Ragi
33.4,66.34,29.45,20.95,56.41,6.79,64.48,Bengalgram
18.66,51.99,23.71,25.63,53.88,7.49,42.28,Toor Dal
61.4,32.19,34.33,27.82,68.19,5.72,60.17,Maize
83.78,50.48,41.29,24.09,85.46,7.37,180.64,Rice
96.07,41.35,52.24,18.19,60.93,6.62,110.18,Wheat
35.09,16.16,22.49,26.1,46.45,6.1,47.41,Millet
36.17,22.76,21.01,29.28,51.28,5.64,33.13,Sesame
48.15,32.53,25.19,26.54,43.22,7.47,64.23,Ragi
31.51,36.22,32.97,29.88,41.1,6.78,66.68,Groundnut
84.44,44.03,50.0,25.25,74.38,6.62,60.62,Chilli
60.72,42.61,69.03,24.1,62.65,6.99,88.54,Onion
119.13,78.73,82.04,20.15,69.52,6.9,76.6,Tomato
80.56,83.74,79.85,21.38,74.82,6.18,56.64,Tomato
50.5,32.38,97.71,25.69,74.06,6.07,194.9,Arecanut
86.0,48.62,38.31,24.12,91.19,5.51,270.87,Rice
39.18,29.35,32.65,20.64,35.02,6.07,40.45,Safflower
59.66,28.28,72.22,24.16,72.12,5.61,177.77,Turmeric
99.66,78.69,85.72,26.58,82.48,6.42,187.06,Banana
57.88,34.37,27.39,29.73,76.5,6.95,108.6,Maize
20.53,45.67,48.07,30.93,49.7,5.74,42.96,Groundnut
91.99,66.02,39.98,24.75,69.03,6.46,80.8,Chilli
100.84,55.72,82.1,30.39,81.51,6.43,142.79,Banana
32.31,40.88,44.04,27.55,49.54,6.07,55.26,Groundnut
66.18,57.23,78.11,18.05,61.01,6.81,91.57,Onion
54.49,19.44,26.91,26.34,58.7,6.15,50.55,Jowar
58.98,37.34,29.26,27.9,57.07,6.33,55.24,Sunflower
82.4,57.67,79.55,26.03,61.59,6.37,95.0,Onion
49.73,25.87,34.88,29.51,65.53,6.44,59.64,Ragi
17.32,39.19,37.97,26.71,62.38,6.63,61.3,Groundnut
53.42,52.06,27.25,24.28,84.89,7.37,100.89,Cotton
54.67,42.5,40.35,23.89,60.35,6.51,88.82,Sunflower
36.87,24.45,36.05,25.56,30.33,6.34,47.49,Jowar
70.35,64.7,66.37,27.19,58.83,6.54,68.01,Onion
99.85,72.87,77.19,24.59,93.1,5.68,1670.22,Sugarcane
34.69,43.71,104.19,30.03,94.71,5.97,167.22,Coconut
87.85,46.58,37.6,31.42,60.64,6.12,56.64,Chilli
66.11,54.06,43.09,25.45,85.61,5.5,198.62,Rice
101.37,40.71,44.62,29.26,62.32,6.6,107.56,Chilli
35.68,24.91,44.45,29.53,60.14,7.07,65.94,Ragi
85.37,42.52,43.89,20.81,64.6,6.7,93.48,Wheat
55.84,32.71,26.56,26.83,65.4,6.04,54.11,Sunflower
17.32,77.38,30.26,26.74,63.15,5.8,100.61,Soybean
27.43,27.26,29.63,23.31,31.83,7.48,46.98,Safflower
83.46,44.95,65.28,22.69,76.7,6.13,96.56,Onion
88.9,50.54,70.95,26.65,62.01,6.72,63.79,Onion
58.15,63.06,26.6,23.77,62.4,6.06,103.06,Cotton
105.8,72.97,94.3,30.77,94.48,6.05,180.86,Banana
43.38,21.65,25.89,26.37,64.41,5.85,88.96,Ragi
44.17,29.29,32.16,25.63,48.7,6.44,44.33,Jowar
51.29,57.61,46.37,25.39,70.97,6.41,120.84,Cotton
68.8,49.26,59.28,28.13,90.04,6.19,133.23,Turmeric
39.95,43.62,109.25,29.79,73.32,5.83,195.94,Coconut
32.66,27.05,33.52,27.52,50.55,5.58,93.5,Ragi
119.91,66.45,52.57,18.52,53.61,7.39,105.64,Wheat
62.41,44.46,58.31,27.37,85.12,6.86,174.26,Turmeric
99.9,81.37,71.93,23.05,90.96,5.56,1664.48,Sugarcane
82.65,80.77,77.97,27.86,71.65,6.2,198.5,Banana
61.39,25.47,96.88,28.95,94.49,5.48,196.77,Arecanut
27.35,77.68,24.28,25.47,48.74,6.52,35.33,Bengalgram
49.07,18.02,34.54,26.33,37.92,7.36,25.42,Jowar
109.34,82.06,65.85,26.39,67.06,6.79,79.61,Tomato
50.82,23.85,98.23,25.92,88.63,5.15,167.55,Arecanut
90.95,58.84,40.84,25.33,67.45,7.08,65.21,Wheat
27.78,57.17,25.59,26.86,51.24,6.14,40.27,Toor Dal
118.48,84.96,79.82,25.93,73.44,5.89,1222.56,Sugarcane
32.92,52.39,35.07,28.2,68.09,6.46,76.91,Groundnut
34.44,64.57,29.55,23.22,70.55,5.64,64.59,Soybean
92.9,57.16,44.68,25.44,70.72,7.23,90.4,Chilli
29.78,22.92,25.66,31.96,35.85,7.28,38.78,Millet
117.57,70.47,57.38,26.65,78.14,6.73,1381.79,Sugarcane
90.17,58.74,37.99,20.14,78.05,5.75,250.42,Rice
110.23,64.07,71.43,23.03,64.26,6.02,98.17,Tomato
71.73,44.83,75.86,18.71,79.08,6.28,94.63,Onion
89.08,68.17,84.6,27.73,81.63,6.82,157.06,Banana
54.68,52.03,25.64,28.01,55.1,6.02,81.63,Sunflower
31.25,35.55,19.1,31.32,56.09,6.26,66.2,Toor Dal
46.26,69.75,48.9,23.08,74.96,6.8,82.91,Cotton
23.72,67.42,32.4,28.3,76.01,6.3,77.24,Soybean
46.22,42.49,65.11,28.64,89.86,5.64,181.87,Turmeric
110.81,60.94,39.19,21.6,63.96,6.56,90.43,Wheat
41.17,35.6,55.12,28.43,82.18,6.62,163.77,Turmeric
61.32,31.81,108.11,25.58,77.09,6.47,161.97,Arecanut
22.57,44.52,45.37,32.21,56.96,6.49,46.0,Groundnut
27.86,36.28,31.02,34.89,46.32,6.54,53.01,Sesame
49.82,22.65,42.39,29.25,51.27,6.87,83.09,Ragi
32.59,78.42,24.17,25.73,59.64,6.53,68.67,Bengalgram
79.84,25.7,104.27,25.95,86.56,6.36,215.02,Arecanut
26.68,37.91,28.9,28.7,59.48,6.26,47.54,Sesame
67.34,53.99,30.57,22.72,69.84,6.27,59.25,Sunflower
115.62,59.18,93.1,26.36,87.18,6.04,163.42,Banana
95.21,52.53,39.14,20.07,93.96,5.67,258.01,Rice
111.17,76.86,86.99,24.54,94.2,6.9,150.23,Banana
25.11,39.77,116.43,27.01,76.23,6.78,112.46,Coconut
34.08,31.02,38.59,29.62,44.28,6.72,89.07,Ragi
22.31,70.48,24.21,23.4,68.97,5.6,102.56,Soybean
103.99,66.6,76.4,24.8,72.05,6.57,155.4,Banana
112.72,87.93,77.55,21.45,82.35,6.97,116.26,Tomato
37.64,34.33,29.3,24.82,41.52,6.49,94.12,Ragi
62.07,24.95,30.75,26.78,74.73,6.79,44.61,Maize
42.14,38.21,20.41,29.79,55.69,7.32,25.67,Safflower
67.84,31.86,74.62,28.94,84.61,5.96,169.96,Turmeric
51.5,41.87,54.51,24.7,93.35,6.39,135.81,Turmeric
70.9,51.98,40.81,25.64,61.23,6.79,55.17,Sunflower
105.74,51.69,44.43,31.51,61.87,6.97,72.63,Chilli
60.09,27.34,40.77,25.5,72.46,5.74,108.12,Maize
32.97,26.96,38.45,24.57,49.05,5.79,83.01,Ragi
42.41,31.36,36.97,29.67,33.64,6.75,44.72,Safflower
60.63,60.14,58.6,22.6,72.77,6.54,61.35,Onion
19.48,72.16,20.64,23.96,53.89,7.29,41.63,Bengalgram
33.41,65.11,26.49,23.16,66.45,5.98,60.26,Soybean
65.42,35.01,116.29,26.34,94.96,5.18,247.97,Arecanut
44.65,27.35,22.9,29.37,41.74,5.96,53.54,Sesame
92.84,63.5,41.63,30.89,55.86,7.31,113.95,Chilli
34.85,30.9,31.78,29.51,62.65,5.9,75.46,Ragi
39.93,28.63,36.88,26.96,33.74,6.61,67.7,Jowar
27.05,58.03,34.45,26.55,59.14,7.87,35.63,Toor Dal
44.08,24.97,35.29,25.99,49.26,5.55,97.26,Ragi
52.99,27.58,25.66,34.29,41.01,7.92,51.42,Jowar
29.7,25.82,27.61,33.9,63.48,5.62,60.87,Sesame
39.23,32.76,42.75,29.76,31.63,6.15,66.65,Jowar
68.62,46.1,39.82,23.96,64.64,6.01,82.65,Sunflower
96.96,54.7,44.38,24.63,93.67,6.35,231.68,Rice
32.1,57.16,32.57,25.91,79.89,6.39,110.22,Soybean
26.23,29.3,113.47,28.12,77.89,6.41,192.62,Coconut
40.38,19.97,42.31,23.28,49.82,6.66,65.64,Ragi
79.36,49.45,40.61,22.85,62.37,6.57,72.69,Sunflower
75.23,20.81,32.44,25.29,71.91,5.98,71.09,Maize
